order_id,order_purchase_timestamp,delivery_days,review_score,customer_state,seller_state,distance_km,item_count,seller_count,total_price_brl,total_freight_brl,total_weight_kg,total_volume_l,primary_category,purchase_weekday,purchase_hour
b157079a62d77688a0f66043aa1f0306,2016-10-08 15:42:14,7.133,5.0,MG,SP,266.299,1,1,119.9,15.01,0.3,1.76,computers_accessories,Sat,15
c98b0fbac2717f072d5089e8af088304,2016-10-08 18:45:34,7.841,5.0,MG,RJ,87.154,1,1,239.9,16.75,0.429,5.472,health_beauty,Sat,18
c8258090bca7cc6a62c1e15d7fd995d4,2016-10-08 21:58:32,30.685,5.0,RJ,SP,342.422,1,1,134.9,16.09,0.7,7.105,diapers_and_hygiene,Sat,21
0a5d7e24850c68bf00d39bd62a9a45ee,2016-10-09 11:43:43,18.767,5.0,RJ,SC,902.888,1,1,62.9,17.35,0.4,14.0,sports_leisure,Sun,11
0c22166d9f7e5761e397affa5af438c7,2016-10-09 22:31:44,21.709,5.0,CE,SP,2181.856,1,1,90.0,26.89,1.4,3.84,health_beauty,Sun,22
25f680bf746bec3df11d48318ff015de,2016-10-09 22:42:35,22.807,5.0,RJ,SP,509.064,1,1,39.99,15.63,0.7,5.184,furniture_decor,Sun,22
4fb7f38042d214ada4d81cc23d228cc8,2016-10-10 00:01:50,37.719,5.0,PB,SP,2205.149,1,1,49.9,24.84,0.2,1.232,toys,Mon,0
75fb23d26903b71ce3dd550ae22d2cc1,2016-10-10 09:23:48,7.152,4.0,SP,SP,202.731,1,1,49.99,11.03,0.5,3.0,sports_leisure,Mon,9
5f834cc4ee109c58dff88c60b8ba5ecf,2016-10-10 11:22:36,14.217,5.0,SP,RS,823.415,1,1,79.9,16.33,0.2,2.448,food,Mon,11
3e9334d33c1e64167920675211fb1aee,2016-10-10 14:20:38,16.929,3.0,RJ,PR,1178.91,1,1,49.0,16.11,0.7,4.096,consoles_games,Mon,14
de8f4a82099fe4fa6bcb8952ca51420f,2016-10-10 16:00:30,7.071,5.0,MA,PR,2612.943,1,1,39.99,24.84,0.55,8.736,sports_leisure,Mon,16
3d7d60b10ba4b43cf6f6d5df2e933f67,2016-10-10 18:09:39,20.867,2.0,SP,SP,446.14,1,1,16.9,10.96,0.4,1.76,perfumery,Mon,18
34bf4feda1e203af64692d97c6950c39,2017-01-05 12:14:58,11.166,5.0,PR,PR,6.292,1,1,10.9,8.72,0.2,0.352,fashion_bags_accessories,Thu,12
0bda8164c1a12b6a388ebec8559ee287,2017-01-05 13:36:07,11.161,5.0,PR,PR,10.432,1,1,6.9,8.72,0.2,0.352,furniture_bedroom,Thu,13
8a784d47854e4cbc5562362393d504db,2017-01-05 14:18:03,12.104,5.0,PR,PR,12.252,1,1,9.9,8.72,0.2,0.352,furniture_bedroom,Thu,14
17fed53ba6dfef9b594ee2268642e2aa,2017-01-05 14:50:54,11.023,5.0,PR,PR,12.252,1,1,9.9,8.72,0.2,0.352,furniture_bedroom,Thu,14
9021fdebb45ac827a6033d6969d5c2e3,2017-01-05 19:52:28,7.691,4.0,ES,SP,763.257,1,1,34.9,16.05,0.15,8.008,toys,Thu,19
4e36d0170c671378f49f701a810360ae,2017-01-07 13:29:22,10.957,5.0,MG,PR,707.019,1,1,370.0,19.43,0.75,11.4,health_beauty,Sat,13
76774c936de5cb5a431120fde98e40da,2017-01-08 20:57:29,10.715,5.0,SP,SP,71.8,1,1,129.99,11.38,1.0,32.4,fashion_bags_accessories,Sun,20
bbcec25aefec973dfa1b9499147fdf76,2017-01-10 14:08:07,16.722,4.0,SP,DF,539.759,1,1,380.0,45.07,10.7,64.512,garden_tools,Tue,14
a01cc79e3afbac4a52ce1d528080e438,2017-01-11 10:24:36,7.064,5.0,SP,SP,19.933,1,1,17.5,10.96,0.5,5.434,furniture_decor,Wed,10
09d557bf440b6c3b40cacfbb24fd5e28,2017-01-11 20:12:38,7.847,5.0,MG,SC,875.43,1,1,129.99,29.19,5.25,39.78,toys,Wed,20
b5c037cf61074d84c0a994fa0d024064,2017-01-12 15:58:39,11.883,1.0,SP,SP,306.408,2,1,354.8,32.7,5.8,16.8,furniture_decor,Thu,15
2e2e88c4bb691287b71a9e1ee8a193a4,2017-01-12 23:42:50,13.562,5.0,MG,SP,541.863,1,1,377.0,22.72,3.767,34.272,small_appliances,Thu,23
ce678bd6591f2487c9b4f5af45b4619f,2017-01-13 20:08:30,9.688,3.0,MG,DF,532.787,1,1,380.0,39.06,10.7,64.512,garden_tools,Fri,20
03b218d39c422c250f389120c531b61f,2017-01-14 14:20:01,3.857,5.0,MG,MG,523.517,1,1,38.5,11.74,1.4,5.376,furniture_decor,Sat,14
a9a93c428c6103f2151bb63a1d32a520,2017-01-14 17:57:50,16.028,1.0,RJ,PR,833.76,1,1,99.9,60.77,3.45,92.4,sports_leisure,Sat,17
ed2ea4498bcd56d90d461a23fa47ac56,2017-01-14 23:05:01,9.613,3.0,SP,SP,312.55,1,1,29.9,10.96,0.6,12.25,furniture_decor,Sat,23
1bfa3dbef549cf9ba5c5661ef1b63168,2017-01-15 14:35:54,28.761,5.0,MG,DF,589.602,1,1,380.0,39.06,10.7,64.512,garden_tools,Sun,14
af9cf6a8b011e9fea2be4c295942e58b,2017-01-15 23:17:31,15.695,5.0,SC,SP,771.16,1,1,89.99,14.66,0.7,4.0,fashion_bags_accessories,Sun,23
e068276f5e75a66212f75b84ebfeaccf,2017-01-16 13:17:46,8.905,5.0,SP,SP,292.18,1,1,45.9,10.96,0.6,1.8,furniture_decor,Mon,13
46f05e5ae3a2b822e2f4148d99f69ca4,2017-01-16 19:24:49,10.823,5.0,GO,SP,812.573,2,1,90.0,35.82,0.566,5.4,fixed_telephony,Mon,19
d2e9aead95751dd6bd0ce80e7d506c53,2017-01-16 23:25:16,6.617,5.0,MG,SP,480.793,1,1,14.97,14.52,0.2,0.832,telephony,Mon,23
3c54678edd9d58abadd6af16d0bce506,2017-01-17 11:26:55,17.859,4.0,RJ,MG,350.221,1,1,37.9,15.56,0.45,10.0,small_appliances,Tue,11
ea97616a19d3b2683ab949def1037708,2017-01-17 14:57:29,8.958,5.0,RJ,SP,308.282,1,1,66.9,15.68,0.625,12.54,cool_stuff,Tue,14
70d0dedf8c23e2cedca5915427acd101,2017-01-17 16:58:06,10.791,5.0,SP,SC,700.914,1,1,169.9,15.36,0.4,6.776,fashion_bags_accessories,Tue,16
9b2e5e7107f9b0d28873782803e01ecd,2017-01-17 20:20:10,8.414,5.0,SP,MG,69.476,1,1,38.5,15.56,1.4,5.376,furniture_decor,Tue,20
c022b7da8ab7a4a04bd561c8f765a14a,2017-01-17 23:40:42,7.549,5.0,MG,PR,799.739,1,1,169.0,25.0,8.75,48.0,,Tue,23
71f86189760ff1dec6805f4fc7c6f52f,2017-01-18 10:42:05,13.262,5.0,PE,PR,2467.258,1,1,168.0,27.44,0.6,9.8,baby,Wed,10
c9645496b715730a1a5d07eb97a6bf6b,2017-01-18 14:56:47,11.929,5.0,SP,SP,313.689,1,1,128.0,13.48,1.225,12.1,sports_leisure,Wed,14
5a37429384be05ca14780e4989543688,2017-01-18 17:42:22,18.827,1.0,RJ,SP,249.654,1,1,60.0,14.59,0.138,5.168,electronics,Wed,17
9c0b834fc89f4dd70679baffe8bed38e,2017-01-18 22:12:34,7.636,5.0,SC,SC,277.126,1,1,173.85,12.61,0.95,3.445,housewares,Wed,22
b79559dba6909e4d8ac0ddf501a99f14,2017-01-19 08:57:04,8.013,4.0,SP,SP,20.94,2,1,25.98,18.68,2.0,25.6,furniture_decor,Thu,8
bcb093f60b7e48f285bf92f681e65651,2017-01-19 13:06:45,7.019,5.0,SP,SP,22.529,1,1,89.9,11.24,0.6,9.477,housewares,Thu,13
0675116b5556a78cf0413f70aa9f235e,2017-01-19 15:21:44,7.063,5.0,SP,SP,147.224,1,1,79.9,11.95,0.567,8.48,bed_bath_table,Thu,15
058afe6c6322b4773393a66003934493,2017-01-19 19:35:35,4.721,4.0,SP,SP,8.859,1,1,229.9,15.39,3.1,24.5,furniture_decor,Thu,19
49268496ecf8148bd16540c2a23c6c70,2017-01-19 23:12:08,12.788,5.0,SP,SP,9.622,1,1,109.5,37.71,5.07,102.144,furniture_decor,Thu,23
72c6b41818d5e645f455986b59b7a964,2017-01-20 10:58:23,31.109,5.0,RJ,SP,612.251,1,1,115.9,19.09,1.6,11.025,furniture_decor,Fri,10
6789a1de9a37be580653e51fc6458776,2017-01-20 14:43:44,27.947,5.0,MG,SP,495.391,2,1,46.0,29.06,0.8,9.408,consoles_games,Fri,14
d469b51abffc6d74299c8a0a56db5314,2017-01-20 17:41:58,17.92,5.0,SP,SP,227.056,1,1,34.9,10.96,0.6,1.152,furniture_decor,Fri,17
bab0a62e41a5f0abc7f04989cdd7a6fd,2017-01-20 20:33:49,17.832,5.0,PI,SP,1974.406,1,1,195.99,25.86,0.3,2.66,consoles_games,Fri,20
ec63c198f700051fb0a74c40a757af0e,2017-01-21 14:00:52,10.038,1.0,RJ,SP,317.049,1,1,19.0,14.52,0.25,2.64,auto,Sat,14
bd2623f3663c5daa3f89e6b527fd49da,2017-01-21 17:08:01,6.045,5.0,SP,SP,126.139,1,1,29.9,10.96,0.4,9.0,furniture_decor,Sat,17
c3ad507aba1f6b47354085e7e6bed0cf,2017-01-21 19:46:23,18.832,2.0,AC,SP,2414.096,3,1,369.7,97.38,5.0,36.568,furniture_decor,Sat,19
5d5b8c94e2bc6b963da5af8a4b02bf08,2017-01-22 10:08:18,16.784,5.0,SC,MG,741.275,1,1,59.5,21.05,1.4,6.45,bed_bath_table,Sun,10
db4d2ecc1c1a157d6250c84dd86eb838,2017-01-22 13:27:07,4.873,5.0,MG,SP,480.288,1,1,184.99,15.05,0.538,9.384,health_beauty,Sun,13
2457f30493cdc677ad02b57dd6d17285,2017-01-22 17:02:03,8.091,4.0,MG,SP,433.312,1,1,184.99,15.46,0.538,9.384,health_beauty,Sun,17
c504b1d68ad8d98a627dadca7ca53673,2017-01-22 18:30:51,9.72,4.0,MG,SP,172.998,1,1,23.9,14.52,0.15,8.514,health_beauty,Sun,18
43a5d40681ed4ffe2ed88d6fb2639545,2017-01-22 22:15:00,11.498,4.0,SP,SP,260.258,1,1,69.9,11.88,1.9,14.0,furniture_decor,Sun,22
fcafab7fc942d51e9f45bfeeb5bb684d,2017-01-23 02:38:46,40.198,1.0,PR,SP,351.35,1,1,44.99,15.11,0.8,5.984,furniture_decor,Mon,2
ea5f30a182b04fd1296273605983b9a4,2017-01-23 11:56:23,9.959,1.0,PR,SP,608.854,2,1,47.8,29.04,0.45,12.6,health_beauty,Mon,11
1cb796218c383fc54a6a4541420201d8,2017-01-23 16:38:09,7.609,1.0,SP,SP,3.672,1,1,129.99,9.28,1.0,32.4,fashion_bags_accessories,Mon,16
dfd954e67c5eeaa6432cdc40a6b66d73,2017-01-23 19:32:38,6.716,5.0,MG,SP,528.662,1,1,89.9,15.84,1.804,42.24,toys,Mon,19
a9ad904bde6787e355771489eef73012,2017-01-23 21:38:10,14.465,5.0,RJ,SP,365.897,2,1,225.98,31.1,1.8,47.232,garden_tools,Mon,21
035ab6fc3b7f9d16f714a337ee63b7be,2017-01-23 23:36:55,14.527,5.0,PA,MG,2061.719,1,1,19.9,24.84,0.2,1.584,fashion_bags_accessories,Mon,23
4799c38fa3f9263d65b42c5f923538c6,2017-01-24 09:42:13,9.257,5.0,RS,SP,819.636,1,1,164.99,16.85,0.434,6.174,health_beauty,Tue,9
94b35c9542f07ad80b3367f9051b63af,2017-01-24 12:38:48,13.836,5.0,MA,SP,2283.311,1,1,47.5,26.61,0.1,8.0,auto,Tue,12
5c5177333fb1fce1f4bb65868988f204,2017-01-24 15:44:05,10.057,5.0,SP,SC,410.442,1,1,65.9,15.67,0.55,7.0,sports_leisure,Tue,15
3937ff0dcfc2d3e0ccf73d9b6521611a,2017-01-24 18:11:44,27.461,5.0,CE,SP,2288.859,1,1,69.9,26.75,0.95,23.625,bed_bath_table,Tue,18
469f0b908881368c45917f1bed8240ce,2017-01-24 21:35:25,14.443,5.0,RJ,MG,322.239,1,1,66.99,17.21,1.8,15.96,toys,Tue,21
3c4f38e27c5f6f27be39c8a2932c43e1,2017-01-25 00:19:56,6.35,4.0,SP,PR,347.455,1,1,349.99,20.73,5.3,34.263,furniture_decor,Wed,0
3d668965eb89ea475911ce3364f73b07,2017-01-25 05:31:30,20.192,5.0,PR,SP,472.421,1,1,79.9,20.74,1.8,40.467,bed_bath_table,Wed,5
bc7bc14f585b1879f63e89cb0e4cfa17,2017-01-25 10:41:24,9.084,5.0,GO,SP,715.901,1,1,119.99,19.54,0.8,8.91,cool_stuff,Wed,10
314c025c229f30a1b32658c7555269b8,2017-01-25 12:48:49,21.824,5.0,SP,MG,277.236,1,1,59.9,17.16,4.1,14.952,cool_stuff,Wed,12
5dccad03ac8016afdcdb7cc0227ec9d7,2017-01-25 15:10:14,4.909,5.0,PR,SP,360.502,1,1,66.9,14.64,0.523,10.0,furniture_decor,Wed,15
28f5847427849401fb017537fd20da41,2017-01-25 16:32:21,22.768,3.0,SP,SP,275.441,1,1,30.97,10.96,0.443,4.641,health_beauty,Wed,16
0c5d85fbd4b20a1d9d5fc6a29e739f36,2017-01-25 18:04:52,8.777,5.0,BA,SP,1701.562,1,1,30.0,20.8,0.4,1.024,computers_accessories,Wed,18
b4e9e179195a7cee910bf458c5b6e01e,2017-01-25 20:00:43,13.734,5.0,MA,SC,2750.225,1,1,72.9,26.77,0.4,14.0,sports_leisure,Wed,20
a2db088616f079ceb7a0e856f8a741ca,2017-01-25 22:19:19,11.524,5.0,SP,SP,43.312,1,1,19.9,10.96,0.1,8.0,telephony,Wed,22
0c995611a99f81268d859184a416f1db,2017-01-26 00:20:22,11.385,5.0,BA,MG,378.526,1,1,110.0,18.2,2.0,8.184,kitchen_dining_laundry_garden_furniture,Thu,0
0c3a7b14aa5e70ef5991122f6bb552de,2017-01-26 10:44:38,13.252,5.0,RS,SP,806.867,1,1,137.99,16.67,0.9,8.0,fixed_telephony,Thu,10
d3a3e3dd365abc6013aa6321b0c12c79,2017-01-26 11:18:28,13.108,1.0,RJ,SP,228.223,1,1,369.0,60.19,18.1,105.6,sports_leisure,Thu,11
8b93f79b1a4d6b3388dab2356493c0b3,2017-01-26 12:49:54,11.918,5.0,BA,SP,1463.236,1,1,129.99,29.95,2.4,13.02,garden_tools,Thu,12
b4a600b2f7cc0efe40a086465eca8799,2017-01-26 13:32:04,12.828,5.0,SP,PR,640.247,1,1,689.89,20.04,1.5,9.075,consoles_games,Thu,13
091ac0791556275533697b36e2b00ff4,2017-01-26 14:29:25,10.968,5.0,SP,SC,383.863,3,1,105.0,61.29,6.9,30.618,baby,Thu,14
64cad05fe3f34277719621c70f416ad2,2017-01-26 16:20:32,18.137,5.0,MG,SP,320.845,1,1,239.9,77.47,27.8,140.0,furniture_decor,Thu,16
8d9a9808c4a5546adb15d524d6ab2e91,2017-01-26 16:44:35,25.753,1.0,SP,SP,27.195,1,1,3.9,10.96,0.2,1.452,,Thu,16
65fd2f07bc74b8df1728cc3ee9e19ebb,2017-01-26 18:19:41,4.621,5.0,SP,PR,708.333,1,1,223.9,15.74,0.34,1.904,consoles_games,Thu,18
c6be81e3c1e9e15e5893e19d7ce49647,2017-01-26 20:15:14,6.694,1.0,SP,MG,486.994,1,1,48.9,14.11,0.3,0.352,computers_accessories,Thu,20
64ba433f9d86e1df4e9cb86b1a3884d1,2017-01-26 21:11:42,11.685,4.0,RS,SP,845.196,2,1,21.98,31.3,0.2,2.08,fixed_telephony,Thu,21
9d34d5659dfa39b38d29bfcf0c85ead9,2017-01-26 22:23:15,12.767,4.0,SP,SP,95.912,2,1,27.6,21.92,11.2,66.6,baby,Thu,22
4047217c6029782c1996e3cec14ef005,2017-01-26 23:41:13,10.441,5.0,SP,SC,372.789,1,1,179.85,16.47,0.95,3.445,housewares,Thu,23
38eb881851d90ec36b46d10b81792089,2017-01-27 09:29:40,11.086,4.0,SP,ES,652.666,2,1,37.8,34.38,2.6,7.728,computers_accessories,Fri,9
26c18b7ca7a6a870496dafd3633b3412,2017-01-27 10:36:14,6.081,5.0,SP,PR,157.498,1,1,79.9,17.3,0.2,25.0,furniture_decor,Fri,10
5d36e8ca3ccd1262b7641467fdba0b8e,2017-01-27 12:10:46,12.272,5.0,CE,SP,2287.301,1,1,79.9,23.0,1.4,14.85,furniture_decor,Fri,12
126da462f642d99483c0691ac474c783,2017-01-27 12:54:57,7.139,4.0,SP,SP,133.964,1,1,129.9,18.0,1.0,11.7,toys,Fri,12
1e6377b497624e8fa908ee4a87e3687d,2017-01-27 14:12:01,16.71,5.0,RS,SP,838.647,2,1,53.8,18.0,0.8,7.2,,Fri,14
8c10b4712b6c450e49bcfb6b1e48449f,2017-01-27 16:31:12,10.838,4.0,SP,RJ,368.034,1,1,23.9,18.0,0.2,4.5,perfumery,Fri,16
4418075144d646b6ecb7228571cec59e,2017-01-27 17:39:36,19.946,5.0,SC,SP,802.904,1,1,59.9,50.0,0.5,23.625,furniture_decor,Fri,17
f4026d9ae34e982204b4f7b627939d32,2017-01-27 19:44:14,4.966,5.0,MG,SP,444.072,4,1,155.96,50.0,0.8,18.0,cool_stuff,Fri,19
a47c6e02b84d8dea0ec21748a611293e,2017-01-27 22:07:02,5.852,5.0,SP,SP,65.777,1,1,89.9,18.0,1.6,21.996,health_beauty,Fri,22
001dbc16dc51075e987543d23a0507c7,2017-01-28 13:17:57,16.0,5.0,MG,SP,546.578,1,1,69.9,18.0,0.95,23.625,bed_bath_table,Sat,13
b23dfa1c97d08f8d2017e85dbdc5b1aa,2017-01-28 17:05:18,19.004,5.0,PI,SP,1838.842,1,1,669.0,41.0,23.033,201.684,baby,Sat,17
c004caad90ab5b86dcc0e253eee4491b,2017-01-28 19:44:25,15.617,5.0,BA,SP,1607.057,1,1,119.6,18.0,2.6,70.2,office_furniture,Sat,19
c383ab7c64e3ee1503e3574b22e37dab,2017-01-28 23:09:31,22.425,4.0,PE,SP,2130.887,1,1,59.9,27.0,7.9,36.0,electronics,Sat,23
7e61a4c6d93d6ad8a4ca4a8d00094339,2017-01-29 04:52:16,11.12,5.0,SP,SP,532.85,5,1,295.0,18.0,3.5,66.0,furniture_decor,Sun,4
06dec2690e0cd75d327646a81fdba74d,2017-01-29 14:30:57,17.038,5.0,SP,RJ,521.38,1,1,309.9,18.0,0.449,3.724,perfumery,Sun,14
d6d06ebdeab0297fe7460931b29b4422,2017-01-29 18:25:19,8.933,5.0,SP,SP,71.795,1,1,23.9,18.0,0.225,6.3,health_beauty,Sun,18
be09f109e6aa72ccad1f72f521f8d525,2017-01-29 20:03:45,14.752,5.0,SP,PR,341.664,1,1,110.0,18.0,5.1,73.0,garden_tools,Sun,20
0957ed870116e596b800540427c61497,2017-01-29 22:14:49,9.792,5.0,RN,SC,2692.811,1,1,129.99,28.0,5.25,39.78,toys,Sun,22
2272148d6abbd3d385088f3e101edec9,2017-01-30 10:03:21,10.365,5.0,RJ,SP,367.542,1,1,51.0,18.0,0.7,3.0,fashion_underwear_beach,Mon,10
c9f7bcb4ff5c6c8e661cb6cd7fd0974b,2017-01-30 11:47:10,7.817,5.0,PR,SP,360.51,1,1,59.99,18.0,0.525,9.28,sports_leisure,Mon,11
6d02a007afc7698b7dd60ffb07514d1c,2017-01-30 14:51:21,15.918,4.0,PR,MG,960.072,1,1,189.9,18.0,6.9,50.024,furniture_decor,Mon,14
c6522dab7d6b83ada4140b653c4db0b5,2017-01-30 16:07:38,16.853,3.0,SC,SP,615.091,1,1,117.3,18.0,4.105,44.89,auto,Mon,16
2d2bd0487565c23b4bcc0b29a41da55a,2017-01-30 17:36:05,8.692,5.0,SP,SP,208.996,1,1,103.99,18.0,9.75,37.26,furniture_living_room,Mon,17
4c379ba0590506b26a68dc00e29ba8ba,2017-01-30 18:54:46,8.654,5.0,SP,SC,377.274,1,1,104.99,18.0,6.133,73.92,toys,Mon,18
6f7390ae95a89ea985e0d81b189e96d5,2017-01-30 20:52:02,10.637,3.0,MG,RJ,565.294,1,1,279.99,18.0,1.95,36.75,toys,Mon,20
984b006a1482a4e7916421a663b1e800,2017-01-30 23:40:40,9.565,4.0,RJ,SP,674.574,1,1,103.99,22.0,9.75,37.26,furniture_living_room,Mon,23
543929b980aa17fb9d324f934440d131,2017-01-31 08:44:00,14.822,5.0,PR,MG,1024.128,2,1,31.98,18.0,1.4,43.904,home_appliances_2,Tue,8
30f3a5252d3d97a113cefc74796f9fec,2017-01-31 11:34:42,7.93,5.0,RJ,SC,680.082,1,1,89.9,20.95,1.8,29.4,furniture_decor,Tue,11
adbbe31eab3ec8799e71b8fd89956464,2017-01-31 12:01:46,8.961,5.0,MG,PR,809.146,1,1,49.0,16.05,3.0,8.349,furniture_decor,Tue,12
8220769da5e88eb4288d26cc8f694b41,2017-01-31 13:41:55,13.933,1.0,RS,SC,177.518,1,1,130.83,15.09,0.7,3.696,furniture_decor,Tue,13
d6f8a3db5b45d8d7ca18eb34d5c902ae,2017-01-31 15:39:27,7.001,5.0,RJ,MG,592.454,1,1,49.9,21.82,3.6,7.425,health_beauty,Tue,15
02d2287dea15cd93d945f1749f3288ed,2017-01-31 16:59:03,9.84,3.0,SP,SP,520.584,1,1,36.85,11.74,0.575,4.55,health_beauty,Tue,16
0d1bbf582326272fa550ed829bd2e1d4,2017-01-31 17:33:09,8.798,5.0,PI,SP,2093.778,1,1,21.99,24.35,0.125,1.04,agro_industry_and_commerce,Tue,17
edbcacae5cb8f20f789d86dc0cf80ade,2017-01-31 18:49:35,7.845,3.0,SP,PR,706.327,1,1,76.05,15.79,1.333,13.8,cool_stuff,Tue,18
bf79e4fa55a389d494f47feb2654892c,2017-01-31 21:11:10,40.624,1.0,ES,MG,386.152,1,1,14.9,14.52,0.2,0.352,consoles_games,Tue,21
6225dae3fcc1416785f294cc07f2e4db,2017-01-31 23:37:58,12.573,2.0,MG,SP,460.636,1,1,239.99,38.08,16.25,68.97,office_furniture,Tue,23
35123d3f1c7606f81eb9b60272f907df,2017-02-01 09:12:31,12.007,5.0,RJ,SP,500.822,1,1,26.0,14.52,0.25,2.24,bed_bath_table,Wed,9
c6444f5adda5b95c297cbb3badd3a1fd,2017-02-01 12:16:34,6.845,3.0,MG,SP,279.604,1,1,36.9,14.52,0.6,3.168,toys,Wed,12
