order_id,order_purchase_timestamp,delivery_days,review_score,customer_state,seller_state,distance_km,item_count,seller_count,total_price_brl,total_freight_brl,total_weight_kg,total_volume_l,primary_category,purchase_weekday,purchase_hour
010c995323bc17d8156fbe2c37fed63e,2017-03-25 19:18:00,5.644,5.0,SP,SP,409.922,1,1,42.0,14.12,1.7,4.16,electronics,Sat,19
93ab2d00c107c41d04f35ff29553b866,2018-01-04 09:29:24,20.261,5.0,RS,SC,675.477,1,1,69.9,17.74,1.7,8.624,sports_leisure,Thu,9
14b8a3dec1630400442e5cb91e6a3e38,2018-04-01 08:04:13,8.672,5.0,MG,SP,705.104,1,1,169.9,19.07,0.2,1.056,auto,Sun,8
6eb56be25b30e83ab182da6a5d616cf8,2018-02-21 13:50:38,4.93,5.0,SP,RS,779.606,1,1,149.0,31.79,10.1,23.04,housewares,Wed,13
2b4b69b119c4446626f617bd54ff3147,2017-09-05 18:28:30,14.135,3.0,PI,SP,2099.627,1,1,16.9,21.15,0.1,1.188,telephony,Tue,18
87993df58718ae05426e9b6fb1d838ab,2017-12-03 20:24:03,14.642,3.0,SC,MT,1546.974,2,1,218.0,50.62,1.3,9.69,health_beauty,Sun,20
91acb43b0fa6d82446d98eab297c7cd4,2018-03-26 23:38:06,11.009,5.0,RJ,RJ,224.433,1,1,129.0,13.89,0.4,1.547,computers_accessories,Mon,23
efd626e6a12a82d76e456e34093f8356,2017-12-07 20:33:24,19.907,5.0,MG,SP,514.59,1,1,185.0,17.05,1.3,31.5,sports_leisure,Thu,20
19135c945c554eebfd7576c733d5ebdd,2017-07-11 14:09:37,36.257,4.0,PA,MG,1765.735,1,1,8.99,34.15,0.45,5.25,consoles_games,Tue,14
7208fb539f856e3b18b9642be7249e83,2017-11-24 21:23:38,6.924,5.0,SP,SP,13.61,1,1,35.9,7.78,0.3,1.296,books_general_interest,Fri,21
a4f3326bf1a1c3e11d17f3680f1e6337,2017-08-30 18:41:51,7.165,2.0,SP,SP,135.012,1,1,22.0,11.85,0.1,1.28,stationery,Wed,18
72eb322e753c28b18819556635ae9a1c,2018-04-15 23:07:24,1.952,4.0,SP,SP,5.538,1,1,79.9,7.42,0.15,3.96,consoles_games,Sun,23
f26b1f9ec4fda52abb40f124457b79c4,2018-02-16 20:01:32,12.147,3.0,RJ,SP,309.147,1,1,49.9,14.1,0.15,1.6,fashion_bags_accessories,Fri,20
47d4cec8efbcb39b6dad3398a957ae67,2017-12-29 09:13:12,24.581,5.0,RJ,MG,318.513,1,1,89.99,45.09,5.95,8.0,garden_tools,Fri,9
4ea7a0509e9dc440b977de71fe9128cb,2018-08-18 11:30:57,6.101,5.0,SP,SP,126.435,1,1,49.99,13.01,0.45,3.861,toys,Sat,11
4f465645306f7ff736f2b87d32ed65a3,2017-03-09 10:15:25,6.039,5.0,SP,SP,63.307,1,1,34.9,10.96,0.8,9.0,garden_tools,Thu,10
a73ee012d205568e720cf2c801ccb0a6,2017-03-23 14:07:06,10.98,5.0,SP,PB,2203.811,2,1,135.8,49.94,0.6,2.112,telephony,Thu,14
500da3334d495dbdd1c35b6d1a33c004,2017-09-26 21:25:47,21.682,5.0,SE,SP,1744.372,1,1,23.99,34.15,0.1,4.5,health_beauty,Tue,21
1dec11386bca25ac9f2eb159feccd7ca,2018-05-03 09:18:32,7.406,5.0,SP,SP,297.793,1,1,26.4,12.79,0.55,3.5,bed_bath_table,Thu,9
54ff9c7f5e48a0e6ba2ec182428b10d7,2017-07-22 20:32:47,8.91,5.0,SP,SP,229.204,1,1,549.9,15.35,0.4,3.003,telephony,Sat,20
67c962d7ef6cc2b3d925892e8613dd9f,2017-09-11 21:19:55,4.667,5.0,SP,SP,475.885,1,1,74.9,12.02,0.417,3.85,health_beauty,Mon,21
4ee8c2344eb547af4169bcee11664bb8,2017-05-07 18:52:33,9.628,5.0,SP,DF,598.491,1,1,99.0,19.93,1.85,19.872,health_beauty,Sun,18
1505c4fa89e5901e17d66f5653cfcc82,2017-11-17 22:41:30,10.796,1.0,ES,SP,748.447,1,1,70.84,16.77,1.1,3.927,health_beauty,Fri,22
ca8f94a99a8120c559e416275a535066,2017-06-19 10:27:03,7.264,4.0,RJ,SP,713.517,1,1,74.99,17.77,1.4,5.04,housewares,Mon,10
f32d7a54ec5a62d53d78a7c812c9eaa8,2017-12-08 11:56:42,28.225,3.0,RJ,PR,1188.265,1,1,39.9,14.1,0.3,0.456,sports_leisure,Fri,11
3e9334d33c1e64167920675211fb1aee,2016-10-10 14:20:38,16.929,3.0,RJ,PR,1178.91,1,1,49.0,16.11,0.7,4.096,consoles_games,Mon,14
dc8e3dc6a8e29fdc96bb539516a4a175,2017-06-10 18:28:28,8.826,3.0,RS,SP,833.324,1,1,129.0,18.15,1.325,2.912,consoles_games,Sat,18
9009f8c050bec7b31063988e925b6da9,2018-01-13 12:41:19,12.294,1.0,GO,SP,805.044,1,1,32.2,15.11,0.55,1.76,bed_bath_table,Sat,12
d7b2d3b902441cf3dd12cd125533217d,2017-10-31 11:27:06,13.382,5.0,PR,SP,229.602,1,1,89.9,17.88,1.825,21.2,home_confort,Tue,11
5fa37b0775f5467f987580b059bce54a,2017-08-30 12:47:57,11.115,5.0,AL,BA,460.523,1,1,1200.0,27.89,2.6,19.344,computers,Wed,12
4b20ac5099cdb7bcec3f8dfa89bdbdbe,2018-01-27 10:33:44,25.328,5.0,PR,SP,413.031,2,1,233.98,31.14,26.776,142.128,office_furniture,Sat,10
d788474677e79e148bb5cf2c5f0f637a,2018-03-24 12:59:47,59.478,1.0,RJ,SP,307.426,2,1,229.98,60.76,25.55,93.704,office_furniture,Sat,12
89f8602d413491ac3de45d5b5ea6406d,2018-03-19 23:34:53,22.721,5.0,MS,RJ,1183.414,2,1,459.8,56.68,1.4,7.728,electronics,Mon,23
22557cb9c7229669e351a8460240119b,2017-08-08 23:13:27,13.801,4.0,RS,RJ,1115.694,1,1,159.0,18.68,1.0,26.25,sports_leisure,Tue,23
287ee962359c54437cc32cabcce0f87b,2018-03-20 23:39:31,13.937,2.0,SP,SP,83.198,1,1,120.0,13.75,16.55,57.2,housewares,Tue,23
7ac0ea1aae0c98fd853d0baf7108099c,2018-07-01 17:46:04,10.907,5.0,SP,RJ,328.498,2,1,119.8,31.04,0.4,5.202,electronics,Sun,17
b2a04f1e9c3932855c266b1c8ba7b7c5,2017-05-09 08:42:15,10.093,4.0,PR,PR,488.722,1,1,119.0,14.56,1.55,8.349,furniture_decor,Tue,8
d652490ad180f9a1a2a4e6e6772b50c5,2018-05-11 19:37:43,10.943,5.0,PR,SC,445.911,1,1,129.99,19.88,1.05,8.4,fashion_male_clothing,Fri,19
519969ff2784ef6b51d1a89f1534c23f,2018-01-26 14:36:46,32.194,3.0,MG,SP,713.712,1,1,169.99,26.03,3.35,49.6,fashion_bags_accessories,Fri,14
98f80eddddaaa6c3e5dea02ff36ad263,2018-01-19 19:59:21,31.084,2.0,RJ,SP,362.919,1,1,85.0,17.84,2.584,56.644,bed_bath_table,Fri,19
766d4eed8b0acec143fd1f1206a8daaf,2017-02-20 08:30:20,16.086,3.0,SP,SP,119.738,1,1,14.0,10.96,0.2,2.576,auto,Mon,8
de1324ea1b95dba92d0920207fb24494,2018-01-17 11:56:48,12.234,4.0,BA,SP,1592.196,1,1,499.0,67.07,13.8,40.0,cool_stuff,Wed,11
d83ed20d296bdd288f45b29843643bc9,2018-02-26 11:12:17,29.192,1.0,SP,PR,616.952,1,1,74.9,12.65,0.18,2.21,computers_accessories,Mon,11
a9c3f5f3721d134e94565756f8a60ef0,2018-04-20 15:31:00,12.334,5.0,MG,SP,944.815,1,1,29.99,18.23,0.15,1.904,telephony,Fri,15
cbd73a65c5edc13fbcde523d1ed2090f,2017-03-06 10:48:20,9.144,5.0,RJ,SP,492.245,1,1,54.87,15.59,0.668,11.025,baby,Mon,10
88b6c7abc4434ef05f56d22ada8f957a,2017-10-13 20:45:20,10.894,3.0,RS,SP,1032.428,1,1,119.9,18.09,1.65,4.692,bed_bath_table,Fri,20
2b3da71eeeb21b32d855dba308304b5e,2018-03-02 09:09:17,7.195,5.0,PR,SP,369.301,1,1,14.99,15.1,0.3,1.235,computers_accessories,Fri,9
800c8a15369d74de7bc13709ef847d4f,2017-12-04 14:00:59,14.088,5.0,PR,MG,831.484,1,1,110.0,41.84,2.2,40.0,pet_shop,Mon,14
01699d74ff89d35f15093f83d7783c39,2018-04-18 16:37:26,16.934,5.0,MG,RS,1129.53,1,1,139.0,22.68,0.467,15.708,pet_shop,Wed,16
ca4ba0b98a93b132627b97a29c658637,2018-03-25 23:15:31,43.605,1.0,ES,SP,757.548,1,1,57.0,18.28,0.35,3.564,home_appliances,Sun,23
036b2855a4c92b30f0bd1f3fc0f46e48,2017-02-16 15:56:11,17.944,4.0,MG,SP,513.678,1,1,48.9,18.63,1.093,5.04,sports_leisure,Thu,15
2303956d13919bf90f2a4818bab96a71,2018-08-05 11:40:16,5.171,5.0,RJ,SC,703.823,1,1,47.99,22.27,0.3,1.584,watches_gifts,Sun,11
98f7b0bbb8eebba6398ec18bf1a8cf12,2018-04-16 10:18:15,4.436,3.0,SP,SP,255.152,3,2,119.97,41.13,2.5,16.32,bed_bath_table,Mon,10
4bb910ec56715c3ecf032012fa3f8bbf,2018-01-31 17:47:31,7.164,4.0,MG,SP,700.113,1,1,99.0,17.94,5.35,31.92,stationery,Wed,17
ee8b2d168886de97bcaf86366cf3e2b0,2018-06-04 09:42:23,1.375,5.0,SP,SP,7.278,1,1,44.9,8.88,1.8,8.55,signaling_and_security,Mon,9
448795135b904d057254f5fd0d5a6a4c,2017-07-29 10:47:22,4.408,1.0,SP,SP,301.664,4,1,655.96,67.12,7.2,84.0,bed_bath_table,Sat,10
943980abcbc522eb49346398ee2594b4,2018-03-23 21:19:37,12.756,5.0,DF,PR,1105.972,1,1,18.75,19.04,0.8,2.2,furniture_decor,Fri,21
8e6f75525b0560b96f0391f462dbb959,2018-05-11 15:18:55,5.864,2.0,SP,SP,44.467,1,1,29.99,7.87,0.1,2.55,auto,Fri,15
eeb5a5b729f6a175765204cb5c364ee5,2018-06-16 16:02:47,6.292,5.0,MG,RJ,295.652,1,1,97.65,18.78,0.05,3.0,health_beauty,Sat,16
09ca36d55d4afbcc785cf9def43c9078,2018-07-14 19:44:35,17.914,4.0,PR,PR,314.013,1,1,18.9,13.47,0.15,3.696,electronics,Sat,19
5729676c9570f1edb39c7a1f01e4e0e6,2017-04-15 17:37:04,10.806,5.0,SP,SP,126.074,1,1,18.99,10.96,0.1,0.627,telephony,Sat,17
ee85f19387464b0c9f70dfb6f5005a18,2017-08-14 06:48:13,2.364,5.0,SP,SP,52.335,2,1,58.0,15.56,0.35,0.992,watches_gifts,Mon,6
ef05d1e66d71afa317df36d145f939a5,2017-12-27 07:06:59,12.541,4.0,SP,SP,405.026,1,1,49.9,13.43,1.75,32.56,garden_tools,Wed,7
bb91c3b36fbe9aa9873d12ffb7371942,2018-06-06 19:31:04,11.686,1.0,SC,SP,536.751,2,1,190.0,31.1,0.6,1.98,health_beauty,Wed,19
ae103e0dfaa3fc6e8b8c9cf179c7a94d,2018-06-24 12:51:04,6.068,3.0,DF,SP,663.548,1,1,109.0,27.06,2.067,6.65,bed_bath_table,Sun,12
f4a347787e3d3c1d8d4bea25ed38d222,2018-06-14 18:05:57,5.895,3.0,SP,SP,180.408,2,2,98.9,32.88,8.3,27.25,pet_shop,Thu,18
14d1d66db4507c974f85b272b16a2e6d,2018-02-22 00:49:10,7.949,5.0,SP,SP,68.369,1,1,28.49,8.27,0.1,2.55,auto,Thu,0
672b1bba837c3aa34b3e8ddd95ba6eab,2017-11-16 01:52:58,19.73,4.0,PR,DF,1089.403,1,1,45.0,17.63,0.2,1.936,cool_stuff,Thu,1
559115c14f48d999adcc027b4a702c8b,2018-01-01 11:03:00,7.372,5.0,SP,SP,8.707,1,1,49.0,7.78,0.25,0.352,watches_gifts,Mon,11
ef8fadadf0fa0193e9b455abf08484ce,2017-05-02 22:39:55,8.579,4.0,SP,MG,817.637,1,1,97.9,14.86,2.5,25.432,stationery,Tue,22
1bf58291ea0f8500caa766193e776307,2017-07-27 21:12:52,11.0,5.0,SP,SP,605.205,1,1,87.99,17.33,3.1,21.12,home_appliances,Thu,21
946618322795acbec1b5c63fb3634ba0,2017-12-05 09:57:08,14.516,4.0,RJ,PR,864.95,1,1,18.9,16.79,0.15,1.386,electronics,Tue,9
45b0a3cd00a2eb44c271fdacffc8d859,2018-02-12 14:22:32,16.119,1.0,PR,PR,351.831,1,1,99.99,14.43,3.475,33.696,computers_accessories,Mon,14
f338453ca69a4ab210fb2f6184e7f6ce,2018-04-08 20:02:54,7.889,5.0,SP,SP,13.432,1,1,44.9,8.29,0.4,5.12,housewares,Sun,20
4fb7f38042d214ada4d81cc23d228cc8,2016-10-10 00:01:50,37.719,5.0,PB,SP,2205.149,1,1,49.9,24.84,0.2,1.232,toys,Mon,0
1734ed627ecb469f8a302694d9481eb4,2017-12-03 18:39:51,15.102,5.0,SP,SP,145.213,1,1,64.89,13.47,1.72,32.076,baby,Sun,18
20824837882dd673707e0adfcaec1bc1,2017-10-29 18:36:21,5.064,5.0,RJ,SP,352.295,1,1,69.99,14.24,0.2,4.0,fashion_bags_accessories,Sun,18
15d4f841b96cfb3f782523aa7a562b9a,2017-12-28 20:33:31,15.09,5.0,MG,SP,380.73,1,1,17.9,15.1,0.3,9.6,furniture_decor,Thu,20
be2ccfa019a7d426556d4bf4691f7c3a,2017-12-21 23:07:56,6.843,4.0,SC,SP,560.897,1,1,21.9,15.1,0.145,2.912,electronics,Thu,23
6d3e1ebe9de0bbbaf627b66e8a5d71b2,2018-01-05 21:33:38,3.968,5.0,SP,SP,24.308,1,1,39.0,9.34,0.6,15.625,furniture_decor,Fri,21
2acfdc5131ff2cf4433e668454c9784c,2017-11-27 22:36:13,9.795,5.0,PE,SP,2133.124,1,1,89.9,21.03,0.75,9.9,furniture_decor,Mon,22
94a73bea9ac2ed16ebdebd00014a2209,2018-05-07 14:31:18,2.321,5.0,RJ,RJ,160.626,1,1,149.99,14.04,0.185,1.344,watches_gifts,Mon,14
36c0722e0453446bb2f1880e2da3bc7c,2018-02-01 09:47:16,19.517,5.0,DF,SP,510.101,1,1,125.0,18.12,1.4,13.068,sports_leisure,Thu,9
4dcbd5ebfc13eef35e0fcb0ca1c2807e,2017-10-22 16:39:09,17.076,1.0,PR,ES,1071.271,1,1,99.0,33.08,9.0,19.656,garden_tools,Sun,16
146ee0d0528dc62bebbd50fe53f2ec43,2018-07-18 17:18:58,16.255,3.0,PA,SP,1983.049,1,1,29.99,37.12,0.35,0.816,telephony,Wed,17
c5c851cda96cf52bcdae7c0b6a803963,2017-09-17 11:21:14,9.227,2.0,SP,MG,157.495,1,1,69.0,14.21,1.7,3.6,housewares,Sun,11
69a1237e93bbfef907c3ae4cdae74244,2017-08-14 16:49:47,10.093,5.0,RJ,SP,343.03,1,1,117.3,21.66,4.105,44.89,auto,Mon,16
d956b6bc3c18434daf20182e6a625c86,2018-06-05 18:07:55,1.986,5.0,SP,SP,139.328,1,1,199.99,12.02,0.55,23.166,auto,Tue,18
5ba291a4740d9f7973e2f135a6a7f54f,2017-05-08 11:45:34,8.228,5.0,SP,SP,160.405,1,1,39.0,12.69,1.0,7.14,housewares,Mon,11
b6a71e3e9b924e0f363dbe847949141c,2017-08-11 11:01:20,12.388,4.0,SC,SP,436.117,1,1,34.99,15.1,0.217,3.136,computers_accessories,Fri,11
876fd8c751a56ed982b5a72dca56937f,2018-03-13 22:28:21,8.599,5.0,RJ,SP,283.632,1,1,98.0,18.57,0.422,2.205,consoles_games,Tue,22
00bbc4179554524748f77763ddd62266,2017-08-08 21:04:16,5.756,4.0,SP,SP,9.567,1,1,89.99,7.88,0.25,3.96,health_beauty,Tue,21
90353280ac36134265557e340e97032e,2017-07-11 21:42:31,8.961,5.0,SP,SP,474.795,1,1,80.4,16.19,4.825,74.664,auto,Tue,21
cc0c321766d42077807443aa4d74608c,2018-03-16 15:28:12,11.264,4.0,RS,PR,733.11,1,1,72.0,18.38,0.15,2.912,computers_accessories,Fri,15
188804952924592ac0678c7ab1b42860,2018-08-12 13:51:25,17.938,5.0,PA,SP,1692.317,1,1,59.99,37.33,0.15,1.68,health_beauty,Sun,13
6da8ea3c17482ba0eee27ffd63c2d591,2017-11-25 22:12:25,6.911,5.0,MG,MG,374.057,1,1,99.0,14.42,1.05,6.6,fashion_bags_accessories,Sat,22
0d4381c5179436609adcf581b55639e5,2017-10-07 15:52:19,13.133,5.0,SP,SP,94.532,1,1,760.0,85.81,30.0,251.625,health_beauty,Sat,15
d9d8b7f0a98d33f05df5fce9f376aad8,2017-06-02 13:58:48,38.936,4.0,PE,SP,2060.326,1,1,39.0,25.63,0.138,5.168,electronics,Fri,13
dc7be13b2ee660f092e641982b4dfb69,2018-01-21 08:17:29,3.37,4.0,SP,SP,129.005,1,1,49.99,9.34,0.5,10.85,sports_leisure,Sun,8
3a217ae7bba6a3b59b08a0bf08610b52,2018-01-21 10:50:13,9.489,5.0,MG,SP,498.12,1,1,75.0,62.35,1.7,70.0,furniture_mattress_and_upholstery,Sun,10
466e24d544d8f5ca12035641fce34386,2018-03-29 13:51:28,13.271,1.0,SP,SP,312.448,1,1,199.0,13.83,5.65,13.8,bed_bath_table,Thu,13
4b78a3c3971b83606a959d5c98208c66,2018-05-21 15:22:00,4.309,5.0,SP,SP,15.671,1,1,225.0,19.35,5.3,31.5,home_construction,Mon,15
f80e68b525d4ea7025db2f4648d4007d,2018-05-23 00:01:15,1.623,5.0,SP,SP,15.604,1,1,100.0,7.57,0.15,4.86,pet_shop,Wed,0
f55cb4fd8cb8b16824c2912514216b2b,2017-12-20 22:55:07,33.836,5.0,PA,MG,2060.495,1,1,34.9,21.15,0.15,1.584,fashion_bags_accessories,Wed,22
b78c9cad52a105d7e8ec97c7e6d57739,2018-03-25 19:25:39,5.82,4.0,SP,SP,61.674,1,1,28.49,7.87,0.1,2.55,auto,Sun,19
3dc3b1441a6356bd23b21ac507bd38d6,2018-03-28 12:27:21,5.401,5.0,SP,SP,5.276,1,1,59.0,7.39,0.2,0.352,watches_gifts,Wed,12
549e5c65d1f41cb1c4d307752c3b9eae,2018-05-22 14:22:51,2.27,5.0,SP,SP,132.414,1,1,49.8,7.39,0.4,1.587,cine_photo,Tue,14
9dfbb7e30aa5cef397424ccd6e8edb36,2017-12-14 17:34:09,12.181,4.0,SP,MG,517.444,1,1,72.9,14.26,0.4,6.84,health_beauty,Thu,17
5935197a3a64cf91a125aa939d5eac7b,2017-07-17 13:33:21,11.967,5.0,MG,SP,544.194,1,1,210.0,16.22,20.1,23.625,bed_bath_table,Mon,13
481bab4ab953e59fd75574754371e676,2018-08-03 11:42:26,6.398,5.0,SP,SP,54.056,1,1,49.0,7.6,0.25,0.352,fashion_bags_accessories,Fri,11
8db9d36f54086daa6e0757d6806cca07,2018-08-09 23:21:52,12.71,5.0,RJ,RS,1058.537,1,1,69.99,22.42,0.425,1.9,auto,Thu,23
f79fa5890e2258ffbfa357dda38402e8,2018-04-24 19:20:01,3.656,4.0,MG,SP,498.329,1,1,154.0,22.16,3.0,8.241,garden_tools,Tue,19
1207b88243115c9eafb9931bc2d0b59d,2017-02-06 13:29:00,9.844,4.0,RJ,PR,793.309,1,1,109.99,23.06,6.2,33.81,pet_shop,Mon,13
dad7ec529acfeae5322bdcb8f933e5c1,2018-07-04 17:56:02,8.109,5.0,SP,SP,508.31,1,1,189.9,19.63,3.25,27.993,furniture_decor,Wed,17
d951a2eceb245c4227c3d633d4a440f2,2017-06-14 02:03:11,13.539,5.0,RJ,SP,335.343,1,1,575.99,18.79,0.2,1.68,fashion_bags_accessories,Wed,2
991b6f0cb448175a229309dd55699710,2018-08-15 10:26:57,6.293,4.0,SP,PR,311.567,1,1,45.0,18.42,0.2,2.415,housewares,Wed,10
6cbad422849c13ec8f4517ee01a6c02b,2017-03-20 10:49:36,51.118,1.0,MG,MG,392.806,1,1,38.5,11.74,1.4,5.376,furniture_decor,Mon,10
7597c7c4c83261b22f9e17126dd703e3,2017-07-01 07:07:56,6.507,3.0,SP,SP,46.513,1,1,205.0,15.04,2.9,12.6,bed_bath_table,Sat,7
360b09c5650c8afc1ade7ab08cfd0409,2018-02-21 10:54:09,9.332,4.0,SP,SP,341.37,1,1,95.2,13.01,0.75,5.94,construction_tools_construction,Wed,10
e80d57705140f5094ac949c1c982fe70,2017-07-21 21:14:56,11.734,5.0,PR,SP,527.268,1,1,209.89,18.72,2.0,5.76,health_beauty,Fri,21
6607ca536882b974ea594bc640b01519,2017-05-14 21:00:40,7.679,,SP,SP,294.494,1,1,139.9,14.0,1.6,8.12,bed_bath_table,Sun,21
74cd3a4e24efd2638854071049e97031,2018-06-15 23:12:45,11.043,4.0,RJ,SP,420.928,1,1,69.9,18.29,1.5,18.375,housewares,Fri,23
d860631771a39cab8dbd1fd3c9d9b46b,2017-11-24 01:09:07,25.826,1.0,RJ,SP,373.508,1,1,649.0,19.3,0.757,3.99,watches_gifts,Fri,1
5e754503796f05f2ad0541feb16a6a85,2018-08-22 20:38:49,6.837,5.0,SC,SP,602.161,1,1,38.0,18.37,0.15,1.82,health_beauty,Wed,20
7a962b095b0922e93689020736751c96,2017-05-29 13:42:42,15.847,5.0,TO,SP,1621.837,1,1,36.0,26.89,0.8,5.04,auto,Mon,13
800c2d74bc71b0e27ce365ad43cf16dc,2017-07-07 14:33:53,8.966,3.0,MG,SP,498.057,1,1,12.99,14.1,0.4,8.75,furniture_decor,Fri,14
ca37c8860a109a0908b33aa5e1d2f2bc,2018-07-22 22:07:53,1.706,1.0,SP,SP,28.123,1,1,165.0,10.29,0.912,9.216,signaling_and_security,Sun,22
51b60dccff0c2db54f5cba0f2ab3d302,2018-01-06 18:58:54,5.017,5.0,RJ,SP,344.977,1,1,23.99,14.1,0.1,4.5,health_beauty,Sat,18
5412783dbeb40c1f689f31da23f7c38b,2017-06-14 09:15:07,5.208,5.0,RJ,SP,366.89,1,1,54.9,16.14,5.7,33.93,toys,Wed,9
534ea80843e1a5eb1ccebfea5d52258e,2018-01-24 11:21:27,12.206,5.0,SP,MG,497.663,1,1,54.9,14.13,0.45,38.352,luggage_accessories,Wed,11
958b8e9133a304e7c9e17632ee9e7e7e,2017-10-24 13:24:33,13.272,5.0,MG,MG,415.526,1,1,167.9,13.31,0.125,2.52,pet_shop,Tue,13
d81f982649f082683c9221af29ba1b51,2017-08-07 09:14:30,3.388,5.0,SP,SP,158.496,1,1,45.9,13.37,0.2,15.0,furniture_decor,Mon,9
48181682578362256145d6338e6488aa,2018-04-25 13:34:31,5.199,4.0,SP,SP,14.664,1,1,100.8,8.05,0.35,5.967,home_appliances,Wed,13
d7e46fa6ab3491ceca084b0552086f93,2018-04-19 13:45:44,6.31,4.0,SP,SP,46.881,2,1,260.0,16.5,0.24,13.5,sports_leisure,Thu,13
d44edbc930d60ec8a8d787bdda46334f,2017-09-20 23:26:02,8.8,5.0,SP,MG,535.476,1,1,70.9,26.82,5.15,15.12,cool_stuff,Wed,23
fe7f10510a9c92f4a7e617c761f16f22,2018-05-11 08:26:58,21.349,1.0,SP,SP,193.748,1,1,208.0,10.37,0.55,2.88,health_beauty,Fri,8
bbc87de149eab80106f390cd7014c3ad,2018-07-20 16:38:36,10.28,5.0,SP,SP,25.716,1,1,79.99,7.82,0.25,3.96,health_beauty,Fri,16
b85b06d0ae4436e17303286ce75dd4b4,2017-03-06 22:21:02,14.637,5.0,SP,MG,345.638,1,1,40.0,14.52,1.7,3.703,furniture_decor,Mon,22
712735486b60bc6aa8da903bf80c8a96,2018-05-02 22:54:52,7.768,5.0,SP,SP,318.657,1,1,79.9,13.92,1.1,12.6,bed_bath_table,Wed,22
a3cc993782ea3572fbd27048f12712ca,2017-04-08 14:55:07,8.863,4.0,RS,SP,852.936,2,1,194.8,32.76,0.793,5.61,toys,Sat,14
659e026a4d727a811b08851934d6e5ff,2017-06-01 17:56:35,4.959,5.0,SP,SP,243.565,1,1,69.9,11.99,2.2,1.936,sports_leisure,Thu,17
88a78af246c6c2db88e72b384796c98c,2018-05-26 18:18:03,2.966,4.0,SP,SP,84.199,1,1,59.99,7.39,12.05,57.2,housewares,Sat,18
e1b4ee0e390fbac1dec439d72b45a115,2017-07-21 19:32:03,6.996,5.0,SC,SC,100.767,1,1,65.0,12.7,1.032,4.08,sports_leisure,Fri,19
c40e2f36cb82dc5413567d994a7add93,2018-02-01 23:08:48,12.906,5.0,RJ,MA,2276.304,1,1,34.99,25.38,0.3,2.964,health_beauty,Thu,23
479c68f635b21bcb61385058d99b9b6c,2018-02-04 02:37:17,36.671,5.0,PA,MG,2002.704,1,1,59.9,34.22,0.2,1.584,fashion_bags_accessories,Sun,2
e210480a7951a7968ea2a32e38c6dd70,2018-07-13 16:49:46,31.227,5.0,BA,SP,1577.962,1,1,155.97,23.02,0.363,3.042,watches_gifts,Fri,16
